OPERADOR,SERVICIO,MODALIDAD,LOCALIDAD,INDICATIVO,BLOQUE,RESOLUCION,FECHA
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAMICAL,3826,445,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAMICAL,3826,443,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAMICAL,3826,446,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAMICAL,3826,448,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAMICAL,3826,449,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAJARI,3456,551,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAJARI,3456,54,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAJARI,3456,552,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,9 DE JULIO (PROV.  BUENOS AIRES),2317,586,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BOVRIL,3438,441,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,DOLORES (PROV.  BUENOS AIRES),2245,550,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAJARI,3456,554,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHACABUCO,2352,54,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BOVRIL,3438,444,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BOVRIL,3438,440,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,25 DE MAYO (PROV.  BUENOS AIRES),2345,536,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,25 DE MAYO (PROV.  BUENOS AIRES),2345,537,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,25 DE MAYO (PROV.  BUENOS AIRES),2345,540,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,25 DE MAYO (PROV.  BUENOS AIRES),2345,539,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,25 DE MAYO (PROV.  BUENOS AIRES),2345,538,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LABOULAYE,3385,505,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHAJARI,3456,553,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BOVRIL,3438,442,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS LOMITAS,3715,405,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,AMAICHA DEL VALLE,3892,404,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,AMAICHA DEL VALLE,3892,403,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CERES,3491,540,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CERES,3491,542,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CERES,3491,53,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CERES,3491,543,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,533,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,530,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,532,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,534,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ELDORADO,3751,31,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CERES,3491,544,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,531,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,52,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GUALEGUAYCHU,3446,359,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GUALEGUAYCHU,3446,356,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GUALEGUAYCHU,3446,357,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GUALEGUAYCHU,3446,358,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GENERAL ROCA (PROV.  RIO NEGRO),298,485,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GUALEGUAYCHU,3446,36,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,GENERAL ROCA (PROV.  RIO NEGRO),298,483,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CAÑADA DE GOMEZ,3471,35,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ELDORADO,3751,30,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,NOGOYA,3435,513,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,DOLORES (PROV.  BUENOS AIRES),2245,551,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,NOGOYA,3435,514,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,NOGOYA,3435,515,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,NOGOYA,3435,512,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS LOMITAS,3715,407,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,EL TREBOL,3401,536,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,EL TREBOL,3401,535,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CERES,3491,541,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ALEJANDRO KORN,2225,453,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ALEJANDRO KORN,2225,452,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,AMAICHA DEL VALLE,3892,405,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS VARILLAS,3533,476,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ADELIA MARIA,3585,434,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,EL TREBOL,3401,538,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS VARILLAS,3533,474,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,EL TREBOL,3401,537,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,EL TREBOL,3401,54,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,NOGOYA,3435,517,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS VARILLAS,3533,475,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS VARILLAS,3533,478,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LAS VARILLAS,3533,477,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,EL TREBOL,3401,539,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ALTA GRACIA,3547,62,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,NOGOYA,3435,516,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARADAI,3721,443,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CURUZU CUATIA,3774,501,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CURUZU CUATIA,3774,502,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LA RIOJA,380,488,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARATA,3731,63,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LA RIOJA,380,489,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,IBARRETA,3716,421,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LA RIOJA,380,487,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARADAI,3721,446,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARADAI,3721,444,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARATA,3731,65,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARATA,3731,64,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BRAGADO,2342,550,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BRAGADO,2342,549,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CURUZU CUATIA,3774,500,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BRAGADO,2342,553,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,BRAGADO,2342,552,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARADAI,3721,445,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CAÑADA DE GOMEZ,3471,34,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,IBARRETA,3716,423,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,ADELIA MARIA,3585,435,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHARATA,3731,66,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LA RIOJA,380,486,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CURUZU CUATIA,3774,503,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CURUZU CUATIA,3774,504,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,HUMAHUACA,3887,411,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,LA RIOJA,380,485,SC 25/13,41612
TELECOM ARGENTINA S.A.,SRMC/STM/PCS,CPP,CHEPES,3821,45,SC 25/13,41612
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GONZALEZ CATAN,2202,506,SC 27/13,41625
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CONCEPCION DEL URUGUAY,3442,598,SC 27/13,41625
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CONCEPCION DEL URUGUAY,3442,599,SC 27/13,41625
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GONZALEZ CATAN,2202,507,SC 27/13,41625
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GONZALEZ CATAN,2202,505,SC 27/13,41625
TELECOM ARGENTINA S.A.,SBT,BASICA,CHASCOMUS,2241,592,SC 28/13,41625
TELECOM ARGENTINA S.A.,SBT,BASICA,CORONEL BRANDSEN,2223,483,SC 28/13,41625
TELECOM ARGENTINA S.A.,SBT,BASICA,CORONEL BRANDSEN,2223,484,SC 28/13,41625
TELECOM ARGENTINA S.A.,SBT,BASICA,CHASCOMUS,2241,591,SC 28/13,41625
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,561,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5594,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,MORENO,237,4658,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,MORENO,237,4659,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,GONZALEZ CATAN,2202,549,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA ROSA (PROV.  LA PAMPA),2954,705,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,JOSE C. PAZ,2320,360,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5591,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,CHIVILCOY,2346,305,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,JOSE C. PAZ,2320,361,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5598,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,562,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,9 DE JULIO (PROV.  BUENOS AIRES),2317,591,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,563,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,4884,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,560,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,LUJAN (PROV.  BUENOS AIRES),2323,337,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,569,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,CHASCOMUS,2241,598,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5599,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5597,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5593,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5595,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,4883,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,SANTA TERESITA,2246,5596,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,TRENQUE LAUQUEN,2392,697,SC 29/13,41628
TELECOM ARGENTINA S.A.,SBT,BASICA,DARREGUEIRA,2924,437,SC 29/13,41628
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,FORMOSA,370,4900,SC 02/14,41663
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CRUZ DEL EJE,3549,476,SC 02/14,41663
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,VICTORIA,3436,4993,SC 02/14,41663
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CRUZ DEL EJE,3549,477,SC 02/14,41663
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,POSADAS,376,4918,SC 02/14,41663
TELECOM ARGENTINA S.A.,SBT,BASICA,JUAN MARIA GUTIERREZ,2229,469,SC 03/14,41689
TELECOM ARGENTINA S.A.,SBT,BASICA,JUAN MARIA GUTIERREZ,2229,468,SC 03/14,41689
TELMEX ARGENTINA S.A.,SBT,BASICA,SAN RAFAEL (PROV. MENDOZA),260,4246,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,JUNIN (PROV.  BUENOS AIRES),236,4235,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,JUNIN (PROV.  BUENOS AIRES),236,4232,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,CORDOBA,351,723,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,JUNIN (PROV.  BUENOS AIRES),236,4234,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,JUNIN (PROV.  BUENOS AIRES),236,4233,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,SAN RAFAEL (PROV. MENDOZA),260,4243,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,SAN RAFAEL (PROV. MENDOZA),260,4244,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,SAN RAFAEL (PROV. MENDOZA),260,4242,SC 08/14,41691
COOPERATIVA DE SERVICIOS Y OBRAS PUBLICAS LIMITADA DE PUAN,SBT,BASICA,PIGÜE,2923,665,SC 06/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,JUNIN (PROV.  BUENOS AIRES),236,4236,SC 08/14,41691
TELMEX ARGENTINA S.A.,SBT,BASICA,SAN RAFAEL (PROV. MENDOZA),260,4245,SC 08/14,41691
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,344,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,GENERAL ROCA (PROV.  RIO NEGRO),298,487,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,326,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ESQUEL,2945,64,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,GENERAL ROCA (PROV.  RIO NEGRO),298,486,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ESQUEL,2945,639,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4896,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,325,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,342,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,340,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,329,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,628,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,341,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,625,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,490,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4931,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,328,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,327,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ESQUEL,2945,65,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,343,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ESQUEL,2945,638,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4937,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ESQUEL,2945,637,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,627,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,500,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,626,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,CORRIENTES,379,414,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4897,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4930,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,504,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4935,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4933,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,623,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4898,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,622,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,505,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,624,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,620,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4894,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4895,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4936,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,CORRIENTES,379,413,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4932,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,GENERAL ROCA (PROV.  RIO NEGRO),298,488,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ORAN,3878,33,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,503,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ESQUEL,2945,636,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,492,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,501,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,506,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,CORRIENTES,379,417,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,491,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,CORRIENTES,379,416,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN LUIS (PROV.  SAN LUIS),266,502,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,621,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,CORRIENTES,379,412,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,GENERAL ROCA (PROV.  RIO NEGRO),298,489,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,CORRIENTES,379,411,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,NEUQUEN,299,629,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4899,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,SAN CARLOS DE BARILOCHE,294,4934,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,TARTAGAL (PROV.  SALTA),3873,32,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,TRELEW,280,496,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,TRELEW,280,497,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,MPP,SANTIAGO DEL ESTERO,385,5339,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,MPP,SAN MIGUEL DE TUCUMAN,381,3211,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,MPP,SANTIAGO DEL ESTERO,385,5338,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,TARTAGAL (PROV.  SALTA),3873,31,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ZAPALA,2942,636,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,MPP,SAN MIGUEL DE TUCUMAN,381,3213,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,TRELEW,280,495,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,MPP,SAN MIGUEL DE TUCUMAN,381,3210,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,ZAPALA,2942,638,SC 10/14,41718
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,MPP,SANTIAGO DEL ESTERO,385,5337,SC 10/14,41718
